card_acc_no,card_no,cust_id,valid_thru,cvv,cred_limit,outstanding
2497,344333816601819,1792,01/30,951,8167.83,29872.17
2498,377473317454522,2538,11/28,368,43635.09,28905.69
2499,4882053755069,2905,11/28,290,6437.96,17496.92
2500,5571404751659352,2015,10/28,511,6613.81,23284.43
2501,4957852741271976,2668,09/30,529,9745.03,45759.49
2502,2709050375543068,52,12/29,1497,49024.68,17046.15
2503,213136640922162,959,10/30,267,2597.82,41735.58
2504,3530573102521027,198,09/34,509,43924.7,14840.79
2505,4527741989468058,1182,01/30,538,28044.16,14673.55
2506,3510026202644466,1185,12/30,363,3962.1,23032.96
2507,3582149017786083,1532,03/28,733,30689.51,29724.37
2508,38394385138964,2663,03/30,336,6283.5,40547.91
2509,36698569624330,24,10/25,748,43366.18,4053.55
2510,4195816894251525,2303,10/32,710,20804.82,27893.67
2511,6011911331374803,259,07/25,076,15525.02,8987.51
2512,6524581369863686,2963,04/25,303,21676.72,30405.7
2513,30204747989129,257,11/25,732,41390.31,48259.96
2514,3535372967930406,161,06/27,781,2538.35,25416.79
2515,349320484603396,2605,01/26,791,15718.38,38472.25
2516,213111795611936,81,08/25,655,12856.51,6470.37
2517,4115155796505606,1836,11/28,003,22991.81,43440.27
2518,6011901673777572,1391,11/28,618,12602.23,39488.3
2519,375859783252501,1168,11/31,356,15684.65,37265.31
2520,2280586900376414,2347,08/29,233,2403.45,46748.52
2521,6561789518333378,2810,07/34,323,9714.25,41289.86
2522,2672239981603076,2586,10/30,5808,45800.96,46589.02
2523,3504104504617569,2587,07/26,378,31031.41,9130.25
2524,371919629508419,2891,04/26,522,36353.3,33571.7
2525,370070081144144,389,01/28,142,9318.68,13735.92
2526,374749545819021,1430,02/27,145,47693.18,12574.06
2527,4325695918241909,984,06/25,688,22478.98,6924.63
2528,4321333198412594,427,10/28,180,45559.01,29773.03
2529,6011864416695073,329,07/29,689,29751.08,14745.29
2530,6011862032759026,1314,02/29,670,15244.02,41736.52
2531,3511846030162434,494,05/33,734,8375.5,26808.09
2532,4855068380032,2784,08/26,079,38784.13,12162.09
2533,4129176540305931,745,02/29,411,36717.69,1755.79
2534,6011650708529843,1831,11/27,750,1374.0,42709.55
2535,36293165003582,480,06/26,681,19789.83,38818.79
2536,343729436817381,1322,11/29,300,22875.48,3010.87
2537,213139162133515,1399,02/28,6946,33336.99,26872.51
2538,6507277044685047,2822,09/32,226,47473.62,1832.71
2539,4525165978448,539,02/34,851,3513.8,36012.43
2540,675987468559,349,03/28,636,23997.5,36834.49
2541,4739697176301979,496,09/30,165,29790.97,45000.27
2542,675940883670,2017,05/34,653,24513.13,30008.16
2543,4998524739688,725,11/27,647,3854.38,12838.29
2544,4051582006980188785,1371,11/32,945,25717.78,41055.12
2545,343134247326443,664,10/32,7800,26292.22,17739.76
2546,379046676092113,700,09/27,845,22301.08,34730.81
2547,4941542943713238548,958,08/32,837,36755.64,21195.02
2548,6540240820983829,569,09/26,495,15804.01,36934.92
2549,4326870498939987,849,08/29,178,26781.17,46702.46
2550,4307035348689595,1094,08/30,102,11486.26,37499.8
2551,3524989492597112,2458,04/26,094,1968.08,3979.55
2552,377928242734405,2555,11/27,810,48269.67,32890.72
2553,501829398459,318,04/26,8333,30908.2,563.54
2554,6011313101756055,534,10/28,131,46844.06,36634.08
2555,6522297924585977,1570,07/31,902,24230.35,14058.93
2556,3545355713942716,1112,10/32,542,41957.93,18119.13
2557,4527309271908320,1884,11/27,848,1048.24,32227.06
2558,501823520850,83,11/33,724,49943.97,37996.05
2559,4946994261614704118,1074,09/27,741,17583.71,29593.87
2560,30275675306023,1769,11/25,835,49026.91,3397.27
2561,4419698705389,267,01/31,536,31987.76,6987.11
2562,4537231621076,1216,07/33,465,4531.12,3620.7
2563,4928358875566633,2385,03/30,856,49110.31,572.05
2564,4960864767547,49,02/34,994,19739.65,9378.01
2565,4374765206638445,1456,03/27,439,16692.62,29745.62
2566,3520239620272558,1856,06/29,062,2940.61,21052.4
2567,3521831678815798,1308,02/32,356,24955.04,49648.71
2568,676228516974,1241,07/26,856,17758.3,6955.7
2569,341498171140993,2437,07/25,579,41805.63,39158.26
2570,4133039931579593,1156,03/28,181,28667.8,3110.53
2571,30254740946097,1526,03/25,152,7220.72,18638.97
2572,3574407047610644,1210,05/29,831,45285.18,1113.68
2573,4875315667539882,2757,04/25,165,26540.55,7954.05
2574,630423102643,2523,07/29,170,16523.42,19667.4
2575,4775413080535,1138,06/33,447,19739.94,20923.93
2576,6553236101086609,1215,07/26,178,34602.51,15541.16
2577,4565070818948236,1161,01/35,968,19749.27,18967.64
2578,213169982141901,1711,05/26,912,34953.24,22405.11
2579,377675239570157,2531,07/27,701,29782.88,32126.47
2580,3540789183835320,631,10/30,2189,27664.63,588.46
2581,2278162613760791,2039,05/25,042,14348.51,18628.16
2582,6011552612766802,2532,09/26,0427,46813.53,21929.21
2583,3596489646587039,453,05/33,526,13693.3,17811.65
2584,6011206356460474,1260,02/26,427,40558.55,7692.2
2585,4214507929231049,883,11/28,758,24402.98,21251.13
2586,3560176097835411,585,12/29,570,12571.26,49089.28
2587,346559866383100,960,09/31,184,37388.33,20035.79
2588,5415378011253174,1973,01/28,598,19120.82,31468.77
2589,4989700415888041,914,10/28,413,20391.16,227.22
2590,30125666292106,1006,08/31,739,31477.2,44534.5
2591,4644047258633374,2799,12/29,179,42157.17,20195.45
2592,582973325423,1271,05/27,936,44614.5,11983.98
2593,30447268564306,419,01/27,8682,26193.1,38042.96
2594,6011566379709664,867,07/31,6373,37450.81,40332.48
2595,4887314729966292782,409,05/29,707,3617.74,21903.34
2596,345361362924110,1720,05/27,318,22075.12,33516.95
2597,3570916001676676,72,07/34,055,45687.56,36598.12
2598,3592067986074083,841,11/34,601,20458.15,13355.97
2599,4635928328650973442,1971,12/31,324,44669.53,21738.15
2600,3581092984963973,2963,12/32,287,2181.9,29346.94
2601,30128844660277,1507,02/29,974,9780.42,4973.33
2602,213167191680214,286,10/27,141,10254.83,372.15
2603,3521546052678295,1777,10/30,991,32005.89,19959.56
2604,340277417533836,2710,03/26,406,15175.13,14784.15
2605,4405374417779,2073,04/32,738,9679.4,7304.94
2606,4709395051204147,2686,02/30,725,9960.9,1244.05
2607,676287314501,1090,04/27,718,6191.01,21265.11
2608,4364435500899737,2651,03/33,238,39645.63,28165.83
2609,4385566575213753,582,09/26,156,29271.1,24235.98
2610,570813953983,32,09/34,959,9616.01,38614.03
2611,4930149604440347693,192,01/28,827,1269.1,46118.05
2612,2239104251702584,2603,03/26,861,45220.29,45640.18
2613,4786131849035388984,2191,02/30,825,37978.36,37175.39
2614,213124554097239,1594,10/34,570,40361.21,39551.3
2615,4734876047259,2056,10/27,979,5363.69,4800.65
2616,4927812232726265,1601,04/30,322,2646.92,5773.79
2617,4491443770024744153,675,09/32,654,6539.74,41039.4
2618,213173852308244,1656,05/31,745,16029.3,28833.28
2619,4733990779374416892,727,11/34,307,49015.91,24979.66
2620,3582001432280665,296,09/34,461,16060.64,12377.3
2621,349711470572712,1490,01/31,841,40659.95,19025.78
2622,4558261538354404,1989,09/25,960,33016.48,25475.58
2623,4706311573333848750,758,02/28,467,13222.01,38136.03
2624,30489855907803,2800,08/33,3029,32595.71,34403.52
2625,639040578531,2088,09/34,893,24172.04,35693.25
2626,4519551858616236,1579,04/26,544,47084.74,26268.4
2627,4767951788545773763,2324,10/31,789,37628.5,35663.35
2628,344641889226060,2399,06/31,929,36443.03,31548.37
2629,4442508194069712,1117,04/34,142,38714.81,26669.14
2630,213142686720403,448,03/27,238,7351.93,44848.53
2631,588799504562,50,04/25,690,37175.43,27186.74
2632,4105696909554827,654,01/27,373,10999.78,31503.21
2633,3556576435404315,1692,09/27,795,32701.18,32677.19
2634,3530873093150301,1799,12/27,907,33829.64,36793.19
2635,676172983360,1959,12/29,3455,16137.03,4726.04
2636,36344187785720,957,11/26,198,46253.04,11890.07
2637,6550648377479776,1998,06/31,945,30401.51,30829.58
2638,501846406384,2068,08/28,734,38166.37,39562.03
2639,344418512068742,2042,11/34,540,19638.15,22493.47
2640,346463380481906,1385,11/34,248,38891.33,2914.75
2641,3586285346057022,187,03/30,559,7817.67,12113.82
2642,4474533322159933966,1362,03/31,821,11798.79,30139.44
2643,4541430006552209,2782,10/33,034,32474.14,17403.15
2644,4150426469969113226,2169,07/29,656,18376.37,23385.68
2645,213124173364515,2258,04/34,469,37820.36,38104.9
2646,3571780263643702,678,10/33,161,18557.69,47464.56
2647,2279133998940836,1860,04/28,487,45557.54,7429.74
2648,30100168817361,1459,11/31,367,31144.36,46594.17
2649,4702343060542500,2063,08/34,098,3197.12,11191.57
2650,36411439969780,2120,10/34,345,45695.38,19800.41
2651,3552095886052766,751,07/27,867,14878.43,32151.35
2652,4253674365235,2800,07/30,5190,19110.98,3447.22
2653,503859689732,2307,07/31,897,44772.41,43379.34
2654,30073888051084,2897,07/27,909,12337.56,11068.76
2655,213180725593621,1950,09/27,864,41504.78,17586.94
2656,3530353073527968,277,08/26,435,45103.66,24980.97
2657,3588452185978316,1899,01/32,725,18707.12,42948.56
2658,4547680429889372,2944,02/35,448,45432.1,49142.64
2659,6011702073806601,1665,08/28,023,13951.16,29180.74
2660,4066193926296100,692,08/33,131,17724.76,19533.08
2661,374250517342019,2586,06/30,216,26620.33,19381.25
2662,060480161508,1242,06/33,355,25806.08,38620.22
2663,5560504704080995,854,08/28,3656,36225.86,36735.65
2664,38174144931663,2073,06/27,022,11104.27,26818.25
2665,639047878132,1387,10/33,742,4993.52,37834.35
2666,347064770958005,2311,04/29,419,42143.03,16053.7
2667,503848264951,648,04/30,136,1302.2,12433.78
2668,3543144774852135,699,09/26,222,47251.03,30032.74
2669,3594340542109489,2443,06/34,237,47179.32,6616.03
2670,4053429556505313758,2474,08/34,654,48697.5,31081.1
2671,4292694706917827802,1896,02/29,065,10505.15,40415.7
2672,4273171136335,2500,08/31,973,6494.27,27332.67
2673,4395120958554322,2223,04/26,537,40118.35,46241.25
2674,3596297848745044,2073,05/26,6786,15103.51,46116.31
2675,213142156451455,885,10/33,030,25352.17,48305.06
2676,4732198008926,1529,05/25,189,1972.68,16650.83
2677,3518269885082669,2180,02/35,726,13334.51,29146.98
2678,4672938541086750900,611,08/34,391,47229.85,9388.86
2679,4881401412632495,1576,12/31,757,24854.65,23571.25
2680,30052727496668,1988,05/27,764,5624.37,19337.31
2681,340377818036189,958,02/35,574,35348.61,3359.3
2682,3587090500238627,1020,11/32,710,36368.87,12479.74
2683,3528009759547738,2473,01/27,434,27468.0,30388.02
2684,4013518446925370,378,01/32,384,23975.24,3579.88
2685,4052187054398742,419,10/27,881,6475.1,25932.09
2686,2265635913595095,804,02/33,741,2065.85,13675.76
2687,4461618355424,1485,12/29,272,34226.43,43597.42
2688,3534877695946152,1357,03/27,936,27795.96,34879.68
2689,4891425350567577,1797,08/28,116,16303.74,41436.79
2690,213190605364704,1456,08/25,304,17298.62,4345.36
2691,4409732985498721261,2742,06/33,443,13506.25,22595.55
2692,6011271951940916,634,10/26,822,48466.51,16129.63
2693,4791530602590649,1781,08/30,913,36136.86,5219.62
2694,4173748852473260,1705,09/26,132,14380.81,15437.57
2695,4528086210447243,2888,01/33,324,18233.65,20367.78
2696,3536801399422235,1310,03/29,786,32722.31,38630.47
2697,060400519611,2694,05/27,253,17446.93,45586.01
2698,4357549799909467,2814,07/27,202,6406.91,308.94
2699,6587167792743341,607,04/27,310,40518.45,21012.67
2700,373763294526902,821,09/29,231,1873.09,31038.26
2701,6011045252621403,2246,01/28,462,24740.73,34665.55
2702,4182964704441,441,09/30,451,36181.85,12757.8
2703,3558630514094337,2072,07/27,542,44465.74,5622.55
2704,4576760780878692054,2114,02/29,046,32095.36,24016.58
2705,4523457396502,2637,03/30,765,14318.16,39741.61
2706,3560489373903369,992,08/33,441,6710.64,43733.11
2707,4344553742527,1218,04/31,9237,48055.47,47712.42
2708,4642377328245,2408,12/31,148,5628.45,35969.62
2709,378272752790591,1722,03/31,614,6005.6,39728.43
2710,180070224822937,50,11/27,4005,11398.46,6489.22
2711,4445136111446792,656,01/29,348,16413.86,2272.79
2712,4653743572024631162,71,06/28,720,29758.92,941.5
2713,676164416791,1065,01/31,355,40583.04,33620.78
2714,30274273891650,1061,06/29,840,38684.57,13769.9
2715,38232496506879,894,10/32,565,38860.29,47355.36
2716,213143278881942,101,05/25,123,20352.65,9849.82
2717,3596840197426177,1550,06/27,874,24502.99,18893.41
2718,30217395117496,697,01/34,090,23233.18,10399.87
2719,3567572661012630,2555,03/34,948,48613.29,13523.34
2720,372315235836493,2411,10/29,409,46411.25,16489.57
2721,587369160193,2524,08/33,816,23226.17,46443.15
2722,4169176712403,39,05/31,554,24166.8,25315.22
2723,4515124907545041790,679,10/26,537,48481.98,11693.19
2724,2258177191681049,285,12/32,2716,19670.57,27796.98
2725,676103343031,2917,03/26,751,43768.64,34633.69
2726,4435793829320,1395,03/29,317,40948.63,40748.87
2727,4558645174031195,397,07/27,158,32111.06,13463.57
2728,6011943270669059,1685,05/34,4256,15724.93,14512.06
2729,4888723771403943455,2401,09/29,2253,48205.05,37048.72
2730,3574113491950276,56,10/27,939,18528.45,24462.65
2731,4961566748603,1746,03/28,150,13922.33,5561.58
2732,4280669667514249,951,01/26,805,13031.34,1723.55
2733,4382249016831,1432,02/29,533,12008.96,1478.08
2734,4482051413033,2143,02/34,825,25828.59,25934.69
2735,3599106418469249,1055,05/30,824,47431.01,38745.87
2736,30276559958483,853,07/25,948,14008.95,31892.32
2737,30428700534255,2658,06/25,579,46854.41,41181.89
2738,4570314508183,716,06/29,158,14952.53,42126.21
2739,4347757919072,2037,07/29,478,25350.14,33836.08
2740,4152879673783,1329,09/33,129,43072.16,4647.52
2741,4916766246709,2078,06/29,920,37499.31,32950.6
2742,2261418904760034,1505,10/33,668,28004.07,15111.63
2743,501870428833,2077,06/33,963,28955.09,13243.83
2744,3555181998251079,793,04/34,303,1597.66,37906.16
2745,4660860010183754,2842,07/25,647,18402.0,48749.34
2746,2253359839385895,964,09/31,082,15743.84,19890.69
2747,180042270931227,670,07/32,591,32450.0,44050.75
2748,4329388275897901319,225,04/28,452,2115.87,40829.77
2749,30000293095521,1864,06/28,104,37588.37,49464.77
2750,3532700528398817,696,12/33,421,18367.15,30537.28
2751,3573625102431942,1433,03/32,408,9090.75,23836.42
2752,630437005030,192,08/31,3948,42926.9,10200.98
2753,4951219319095664,892,09/34,812,38990.13,40445.99
2754,3519866001595133,1124,10/31,700,27229.92,35602.18
2755,2271603739178373,1235,07/30,617,4085.02,34430.9
2756,3537020338731122,1876,03/33,052,9308.13,7457.32
2757,2286797108510464,2713,12/28,698,12887.56,25297.95
2758,4245827876820401,2602,11/28,660,40590.27,42962.44
2759,213199302846715,230,05/27,439,45672.67,8398.69
2760,213139843795161,342,07/33,635,42138.89,44549.31
2761,5400444995151482,1284,03/27,514,10975.71,39345.1
2762,4789285988719122,2146,01/34,862,23004.8,33309.38
2763,3546904169683230,2669,05/31,122,18417.19,5120.83
2764,4011388040803,1619,06/34,909,29141.24,27625.03
2765,345870722258951,1497,12/31,853,4041.48,40325.31
2766,3565387138818077,2957,11/33,376,21594.47,16663.16
2767,4510647871809,1005,09/29,098,7076.97,28046.16
2768,6535217290562710,2927,09/25,371,25887.61,30417.03
2769,4630431764736367814,1745,06/31,478,39048.74,32740.2
2770,379152216544074,2503,01/31,247,9278.59,36741.72
2771,676318148712,487,04/29,386,41502.29,8149.67
2772,3562748291797999,1766,03/29,522,9554.6,1614.64
2773,4506943534812883643,1293,10/29,4558,5921.44,10999.0
2774,4074631703457239,2941,04/33,438,36065.88,37293.69
2775,6011055379879586,1860,01/35,902,5001.66,26920.0
2776,180095003324946,2685,08/27,708,26680.2,1405.38
2777,6571904133642958,2814,04/33,225,19740.42,31814.18
2778,4735428175406005,2556,10/30,800,3283.16,48523.79
2779,4114440155294,1909,03/30,425,47553.97,27228.09
2780,4168789930287,1819,01/29,131,9876.74,40273.63
2781,6553033143236924,1976,01/34,805,49658.93,27417.06
2782,4398631503551743,2574,05/28,061,38851.86,23161.02
2783,3570037843223617,2794,10/33,559,49557.75,17925.66
2784,4322353644845121,268,02/32,809,32080.79,10494.38
2785,213136980812882,402,05/32,740,41916.52,47371.43
2786,3571247641806567,1478,10/27,623,45990.34,43815.14
2787,30201483529937,2350,04/31,823,3199.63,20181.6
2788,4093713789934955,1812,11/33,508,19737.95,16903.27
2789,4860129477082513,2801,01/35,254,36978.79,44781.96
2790,4941117946111198,1963,09/31,281,19704.67,34464.21
2791,563446471580,2738,05/27,095,31733.47,17637.14
2792,4319514308220,439,10/30,036,39365.48,20696.74
2793,4503214685719608142,188,03/32,307,8235.13,34571.44
2794,579271819479,758,12/33,778,33963.13,6695.81
2795,4815796392903530,1945,07/34,699,29893.24,1381.84
2796,675987762472,1625,02/33,215,44941.33,17377.56
2797,3522446255257527,1724,07/33,925,24783.79,30828.46
2798,2228631899956290,950,01/30,528,40199.43,3098.89
2799,342182284989053,1644,01/27,973,11856.65,30468.15
2800,4630372645348788375,2662,02/34,244,34758.52,12762.45
2801,30429267209893,2642,04/27,288,22348.5,15189.61
2802,4775943877857769,946,05/29,860,28020.96,14618.07
2803,4139817270279857506,1604,06/32,733,18513.82,34633.09
2804,581605934941,2681,06/29,771,18923.66,1279.94
2805,6011046413790996,1480,02/26,6139,37352.89,2738.36
2806,4845234340015185,82,10/26,323,47735.9,33017.64
2807,4447687478260620,1230,04/34,602,45365.96,40169.15
2808,6011634429897671,2990,09/26,206,13628.21,33486.0
2809,344580639223862,2660,11/31,644,11374.73,3560.73
2810,3545647116289160,691,02/35,506,17710.52,39750.0
2811,6584969421611242,2691,07/31,590,8216.37,18761.82
2812,4237185289295491,899,04/34,356,13352.64,19307.38
2813,4134246625427252052,783,05/28,098,16334.94,13136.63
2814,4960442736164769,1390,08/31,866,37077.52,33386.62
2815,180063883024267,363,02/29,429,20692.51,19486.44
2816,501840420191,2838,05/30,681,15660.85,32778.95
2817,676267308606,2477,08/29,306,29873.09,48766.12
2818,180094659345297,507,05/31,624,31490.75,23565.31
2819,344309503925844,1861,10/29,8600,22913.55,6803.09
2820,180061748005059,2477,08/31,193,11724.76,35022.9
2821,6011928631424260,1021,08/28,241,22473.64,10475.46
2822,4375169289153167,51,10/33,933,47586.14,12732.93
2823,4283718703566007,860,12/26,958,28043.03,29061.96
2824,4455123767274550100,1264,04/26,816,27921.04,45441.39
2825,3548115057089368,590,02/30,598,5462.88,46318.84
2826,4808951671598134,25,11/28,969,43457.1,7887.17
2827,3529201102330644,1388,10/30,064,48170.78,23406.29
2828,4974177256181531564,2660,03/31,643,16094.56,18265.6
2829,6011616442060254,533,06/31,291,38425.36,33675.27
2830,371556106583042,2048,01/30,575,21067.58,17241.09
2831,2263466377625505,146,05/27,321,22364.92,43783.75
2832,4367207988256152,1131,12/33,949,38996.38,19787.18
2833,6504615903110271,14,04/29,884,32349.33,41913.49
2834,5270427917564228,1061,06/34,994,48116.51,22479.1
2835,2274904217399276,1784,04/28,499,11264.15,30401.68
2836,4525521207007157,582,02/28,690,38518.9,8129.49
2837,213180025019442,595,09/29,423,9294.42,48151.81
2838,347171333478916,529,04/25,773,3828.14,16469.11
2839,180087078173670,2070,08/33,922,11806.62,42324.19
2840,4209767827782900,1318,10/34,769,34736.25,16490.28
2841,639026110861,356,08/31,354,31786.61,11076.31
2842,4931689538892,1265,03/33,663,5904.47,9475.34
2843,4541830893437899423,28,05/27,309,41513.17,13840.53
2844,4621200727708247,96,06/29,725,40368.64,3269.24
2845,2266980176190427,920,03/28,064,20572.25,23383.2
2846,3549887164025712,1079,04/26,183,16162.87,26797.4
2847,38483028167728,362,10/29,000,12396.47,24697.87
2848,347735411878260,1373,04/28,097,48732.52,30468.9
2849,502015087948,1447,06/30,307,18272.02,33511.83
2850,4173964493426936094,873,11/32,167,17979.02,20326.63
2851,639000423421,623,06/26,028,33666.95,7679.78
2852,3509589521049413,1792,07/34,992,25331.37,3561.54
2853,4815896415012,2861,10/30,512,30433.21,26998.19
2854,372954168720298,1660,06/31,548,36482.2,24065.83
2855,374276236406595,2770,12/34,035,30466.15,38135.58
2856,5219191493816527,2986,08/30,067,2844.1,31714.58
2857,4989574891693,2556,11/32,225,46679.65,48235.41
2858,30077665364404,1571,05/30,628,11958.59,6007.83
2859,5462946413453782,306,10/33,897,13569.55,29116.98
2860,4222833175355,1410,05/25,450,18851.11,2329.3
2861,213187188041659,1676,10/34,126,42985.68,7599.24
2862,4588799912856167,598,09/30,433,4081.64,22489.27
2863,503817979175,1855,12/31,790,31207.42,39832.67
2864,502024072188,2715,07/31,707,42381.33,38456.91
2865,630487915112,2879,09/31,517,16940.34,44647.17
2866,502011259723,1419,10/27,302,6707.76,19900.4
2867,371580382926741,1621,02/29,433,16668.36,46323.15
2868,3581266196349623,909,02/27,145,36080.31,25616.54
2869,4419942178522959850,629,09/34,105,28180.61,34891.55
2870,4902867262542445,393,12/33,096,24998.38,43398.01
2871,4588368364808,1752,02/26,425,16060.23,4721.07
2872,374021122557212,335,09/25,124,31270.43,48265.1
2873,5262192918904225,1350,03/32,092,39225.32,39829.79
2874,6558053275944009,2749,08/30,6724,14636.09,14090.03
2875,377703663747248,307,08/31,550,37442.8,16930.25
2876,3573678050385289,2868,05/26,152,22725.6,34332.28
2877,180066540079368,296,02/35,766,20989.3,48801.38
2878,4238533079230341242,1672,07/29,993,48188.98,33042.49
2879,630428672848,1709,11/34,864,32371.96,19601.91
2880,36458034880052,1107,04/34,407,23224.13,46048.5
2881,4129077270394295,2824,03/31,355,34374.18,49761.81
2882,213197826020262,2162,06/34,816,21224.79,39803.16
2883,6557751418044246,2366,11/26,947,19326.55,20078.7
2884,213143647841676,1437,06/27,245,17895.74,4223.87
2885,4049411290552987,862,01/31,307,41031.61,46800.73
2886,3513061925110393,745,08/27,2288,19752.54,1275.85
2887,2287602434748870,467,06/29,881,21120.78,5470.48
2888,30171367386086,1486,02/35,439,30491.26,23552.93
2889,3524198571601528,1923,11/32,118,33682.93,18186.92
2890,4559193391423,1273,01/34,7112,23336.89,9421.37
2891,4118803502305533,2748,06/31,818,29633.74,1687.63
2892,6516405030093491,1846,03/31,448,15429.98,182.59
2893,503801088900,2067,10/31,499,32631.67,18851.98
2894,3578881537039934,2142,09/26,377,39855.39,24882.55
2895,4206873490956,1814,09/32,093,17458.52,26649.72
2896,2720783187689829,278,03/32,285,42222.92,7758.76
2897,3527971985191154,80,10/34,414,19927.97,125.9
2898,6546211746739870,2097,07/32,900,9165.85,8434.49
2899,377718426575777,1439,02/26,843,21359.6,44638.55
2900,4513877216539570,904,02/32,635,5597.96,33962.48
2901,3507648420746925,2198,12/32,497,13906.37,41847.97
2902,4197273423665,267,03/32,825,24138.61,33096.69
2903,180037468013036,2980,01/34,480,28310.68,47895.42
2904,4758999157802,777,09/32,224,29471.37,47048.52
2905,4181128089226009904,2445,01/27,4316,1023.1,27226.56
2906,4564520655419409084,2275,11/26,803,43169.4,9092.88
2907,3545363232282903,1735,06/30,716,2508.49,49389.09
2908,4997372459100,1870,05/33,610,42618.19,3521.35
2909,3505251196439536,520,02/28,935,4741.11,8694.83
2910,4696442393325340,121,10/34,908,19564.67,44501.35
2911,3585226441494059,1478,04/28,290,47738.78,10008.56
2912,6011477298550504,2746,12/26,125,13077.4,42389.12
2913,4949828482526241,2542,06/25,0557,29409.36,38665.19
2914,4712111711340699473,814,10/30,447,9921.45,11414.02
2915,3520413242406429,1724,04/29,739,12179.42,40423.42
2916,6579435680654650,2302,02/35,858,20259.29,29197.37
2917,4700378653435086,1633,05/34,3297,22403.9,16791.26
2918,2720204118368300,2885,10/31,503,11185.19,534.27
2919,213167901718445,444,10/34,259,5172.29,33110.37
2920,676132588267,1572,10/32,365,28406.87,44504.02
2921,340991523868403,506,11/28,842,31753.81,2671.01
2922,344464046053537,2258,12/34,4587,10840.45,17521.09
2923,3569918970995700,1543,12/29,741,22195.45,12048.81
2924,30460063264600,2910,07/33,879,3569.83,15601.6
2925,4418058070269,1884,02/32,899,16699.3,251.04
2926,4141219883355610,2783,09/25,096,25808.28,9944.17
2927,6011822073286859,112,01/29,080,19886.13,30955.97
2928,6011910713896698,126,12/34,827,48711.88,36088.84
2929,30277979514138,84,05/33,926,41066.01,23271.16
2930,180008663065063,632,09/27,5824,3124.96,6250.7
2931,3528860192415101,649,09/25,515,21647.05,6103.39
2932,3572623305101652,1124,04/33,875,3928.58,28522.82
2933,2293675677158553,1590,08/28,404,6221.66,16709.22
2934,377861315463745,1933,04/25,0526,15361.54,401.98
2935,4964067981038677,1327,10/29,886,33371.3,25541.7
2936,4820573511505444,2049,10/34,047,8674.17,34957.66
2937,180049163474223,1511,08/25,865,12034.38,22216.63
2938,4572286074749265678,1354,04/33,742,29597.79,31536.21
2939,3576209967493128,1355,07/29,566,38424.06,20316.74
2940,676312799288,1792,06/27,632,18497.12,38500.94
2941,4103356876793329955,2504,09/34,739,24906.43,46226.63
2942,30595452656179,756,02/32,220,38787.45,4926.59
2943,213196884745760,2361,06/29,573,11355.76,43442.78
2944,6593777403556874,2749,07/26,520,18304.43,36152.73
2945,2700552751992479,46,07/29,282,37465.51,20472.96
2946,376468426053026,2401,05/30,230,38287.8,35904.24
2947,4651289523971748,2038,02/35,477,42884.81,21906.63
2948,348985139128642,2312,01/35,917,18476.31,38949.3
2949,676107691955,1771,12/30,962,37355.43,47007.15
2950,342751532067761,2128,03/26,447,29512.13,30707.88
2951,4503369868246571008,2630,05/27,0221,34959.97,8584.14
2952,502088753558,2687,03/33,501,35108.25,31848.21
2953,4087101477902,1050,01/26,6733,21535.7,28713.27
2954,630400175497,1336,10/32,286,14985.82,42963.13
2955,4658968182173268555,2533,03/27,623,14012.73,7836.02
2956,30177435202080,951,10/30,8536,31646.87,48980.3
2957,6011011230451537,622,09/32,765,38454.88,31226.5
2958,30256906912631,871,06/29,850,6732.95,31839.58
2959,630414911986,228,07/28,158,29249.11,33988.68
2960,180089253778794,2637,07/28,435,24473.37,43713.71
2961,213194255924049,2382,03/34,381,42188.88,48945.44
2962,639080111334,469,10/31,805,30847.21,5810.19
2963,4725704080067146,2161,06/28,864,17528.6,18915.2
2964,30474927415134,1665,12/32,547,17760.04,31701.73
2965,349902483420284,308,07/28,844,43889.78,15837.55
2966,3504821193133679,1079,03/27,266,42758.39,22682.17
2967,6586985317943083,199,07/31,589,14529.79,23469.43
2968,213194817861747,2283,06/32,678,22994.57,31365.62
2969,2720638824475380,2166,07/28,731,31537.24,38363.83
2970,4171520161063,2687,03/31,198,26055.01,45677.1
2971,180037212671618,1898,08/32,451,46377.17,49333.09
2972,371556444186359,539,02/33,820,40476.19,39941.26
2973,4816895652630871,202,09/32,536,20570.0,14642.19
2974,2720521307447268,1682,09/33,232,8813.75,36129.08
2975,3547810222159408,867,04/26,377,17204.63,48892.43
2976,3503009751917268,644,12/33,292,27525.48,18477.08
2977,4331483751046731,1655,08/31,015,29099.67,47185.42
2978,3592183885965394,1394,09/25,938,18241.79,31019.03
2979,2236779554818113,1163,09/25,629,38703.27,43900.14
2980,3560275119447336,1178,10/26,315,7262.7,46075.43
2981,3585241670939716,2802,01/35,637,47240.05,5401.04
2982,3529058814607176,951,10/27,997,42603.78,16959.54
2983,180005219641587,2709,05/32,779,46013.63,15727.25
2984,577321625466,1230,01/29,019,26245.33,30519.36
2985,4476230286166565635,1656,09/34,158,12352.42,6231.5
2986,4974371211672414,2074,11/33,876,46281.5,9874.01
2987,4859405566006,2076,06/28,884,41275.17,41469.32
2988,5311650141228168,1255,01/31,929,7540.15,40262.99
2989,4141328206999119759,2945,10/34,519,19549.79,942.31
