account_no,cust_id,balance,type,creation_date,status
1002309,1159,168451.85,saving,2022-12-16,inactive
1002310,1159,666652.79,current,2021-08-22,active
1002311,1159,265594.13,saving,2024-05-09,active
1002312,1160,393369.56,saving,2014-09-06,active
1002313,1161,941991.34,saving,2022-10-03,active
1002314,1162,196416.0,saving,2013-02-28,active
1002315,1163,407946.27,saving,2021-01-05,active
1002316,1164,875284.43,current,1986-06-10,active
1002317,1165,804058.61,saving,2019-11-23,active
1002318,1165,453949.47,saving,2016-02-13,active
1002319,1166,870731.47,saving,2021-06-19,active
1002320,1166,875439.2,saving,2022-02-09,inactive
1002321,1167,114335.96,saving,2023-06-27,active
1002322,1167,701863.4,current,2022-07-03,active
1002323,1168,51150.79,current,2017-08-16,active
1002324,1168,557157.55,saving,2016-11-17,active
1002325,1169,815694.2,saving,2024-08-06,active
1002326,1169,407745.12,current,2012-10-21,inactive
1002327,1170,369534.39,saving,2018-03-23,active
1002328,1171,330331.21,saving,2023-09-22,active
1002329,1171,279044.27,current,2007-04-12,inactive
1002330,1171,353557.03,current,2016-01-13,active
1002331,1172,116469.42,current,2025-01-25,active
1002332,1173,465962.25,saving,2023-04-14,active
1002333,1173,996563.89,current,2012-12-19,active
1002334,1173,172616.25,current,2024-08-12,active
1002335,1174,644600.14,current,2023-12-22,active
1002336,1174,300153.02,saving,2023-12-12,active
1002337,1175,269211.35,saving,2020-07-13,active
1002338,1175,604704.01,saving,2020-04-20,active
1002339,1176,640141.77,saving,2021-03-20,active
1002340,1176,123948.05,current,2021-03-04,active
1002341,1176,257654.77,current,2021-06-17,active
1002342,1177,853120.95,current,2001-09-29,active
1002343,1178,234286.03,saving,1998-12-26,active
1002344,1178,98035.47,current,2014-07-04,active
1002345,1179,415013.5,current,2017-06-06,active
1002346,1179,890451.21,current,2020-10-01,active
1002347,1179,937518.68,saving,2015-05-01,active
1002348,1180,573355.44,saving,2018-09-18,active
1002349,1180,584597.7,saving,2017-12-29,active
1002350,1181,505511.95,saving,2008-08-19,active
1002351,1181,422460.55,saving,1999-05-31,active
1002352,1181,333456.58,current,2014-08-11,active
1002353,1182,44935.92,saving,2011-07-18,active
1002354,1182,932056.72,saving,2021-09-28,active
1002355,1183,317748.53,current,2004-10-15,active
1002356,1183,137662.25,current,2019-10-02,inactive
1002357,1183,481601.42,saving,2024-09-23,active
1002358,1184,43443.17,current,2022-01-02,active
1002359,1184,940761.33,current,2021-11-28,active
1002360,1184,419789.91,current,2018-02-07,inactive
1002361,1185,903356.66,saving,2023-02-27,active
1002362,1185,173004.7,saving,2024-04-20,active
1002363,1186,24655.36,saving,2020-11-13,active
1002364,1186,197051.66,current,2019-05-04,inactive
1002365,1186,784624.26,saving,2020-12-25,active
1002366,1187,269458.01,current,2018-07-17,active
1002367,1187,663673.68,saving,2020-12-31,active
1002368,1188,506798.32,current,2015-08-06,active
1002369,1188,927713.8,saving,2023-03-14,active
1002370,1189,180196.66,saving,2025-01-01,active
1002371,1189,320025.93,saving,2022-04-14,active
1002372,1190,978295.09,current,2023-05-11,active
1002373,1190,762724.32,saving,1999-11-30,active
1002374,1191,212088.25,saving,2022-10-27,active
1002375,1191,412119.76,current,2021-11-27,active
1002376,1191,835018.99,saving,2022-06-18,active
1002377,1192,409142.22,saving,2022-04-01,active
1002378,1192,49409.56,saving,2023-06-06,active
1002379,1193,918307.47,saving,2004-03-05,active
1002380,1194,873840.82,saving,2022-03-23,active
1002381,1194,197094.13,current,2023-10-02,active
1002382,1194,616893.82,saving,2023-01-19,active
1002383,1195,441998.77,current,2022-09-05,active
1002384,1195,665723.74,saving,2004-02-17,active
1002385,1195,901156.93,saving,1993-09-26,active
1002386,1196,106949.38,saving,2003-09-06,active
1002387,1197,482065.33,saving,2013-08-22,active
1002388,1197,685964.93,current,2017-04-15,active
1002389,1197,522410.47,current,2008-05-10,active
1002390,1198,939493.64,saving,2005-04-12,active
1002391,1199,5275.73,current,2018-05-28,active
1002392,1199,205798.5,current,2023-09-02,active
1002393,1199,185193.37,saving,2020-01-14,active
1002394,1200,865624.99,current,2014-09-24,inactive
1002395,1200,237646.0,current,1990-12-26,active
1002396,1200,59219.22,saving,1995-11-19,active
1002397,1201,198380.48,saving,2016-03-24,active
1002398,1201,843601.35,saving,2013-09-09,active
1002399,1202,52645.05,current,2023-05-30,active
1002400,1202,82927.9,current,2023-12-09,active
1002401,1203,612445.47,current,2020-11-15,active
1002402,1203,828236.3,current,2021-09-18,active
1002403,1204,583287.99,current,2025-01-25,active
1002404,1204,433313.06,saving,2025-01-10,active
1002405,1205,232837.77,saving,2023-04-25,active
1002406,1205,220108.46,current,2018-08-24,active
1002407,1205,56373.88,current,2017-04-14,active
1002408,1206,204660.9,current,2023-06-08,active
1002409,1206,974868.58,current,2019-12-13,active
1002410,1207,909738.89,saving,2020-03-19,active
1002411,1208,847854.23,current,2025-02-28,active
1002412,1209,206867.19,current,2023-05-30,active
1002413,1209,700011.28,current,2023-06-23,active
1002414,1209,814365.1,saving,2022-06-20,inactive
1002415,1210,218190.4,saving,2022-12-28,active
1002416,1210,982080.52,current,2022-10-04,inactive
1002417,1210,297429.23,saving,2020-06-10,inactive
1002418,1211,364948.33,current,2017-03-23,active
1002419,1211,719139.85,saving,2013-06-28,active
1002420,1211,984411.52,current,2020-05-18,active
1002421,1212,636061.3,current,2020-09-14,active
1002422,1213,339813.55,saving,2011-06-04,active
1002423,1213,258120.42,current,2006-04-05,active
1002424,1214,422928.52,saving,2024-08-20,inactive
1002425,1215,554922.43,saving,2021-12-05,active
1002426,1215,131412.38,saving,2019-02-10,active
1002427,1215,480927.17,saving,2024-11-29,active
1002428,1216,754952.81,saving,2024-04-06,active
1002429,1216,278527.15,current,2023-04-04,inactive
1002430,1217,378133.8,saving,2009-08-11,active
1002431,1218,789934.06,current,1995-11-13,active
1002432,1218,942396.8,current,1995-09-20,active
1002433,1219,884407.03,current,2017-10-03,active
1002434,1219,585947.43,current,2021-07-18,inactive
1002435,1220,439797.45,saving,2003-07-15,inactive
1002436,1221,728357.08,current,2005-01-01,active
1002437,1222,201101.92,saving,2020-03-29,active
1002438,1222,745306.88,current,2023-11-25,active
1002439,1222,116194.28,current,2024-01-05,active
1002440,1223,460221.87,current,2022-09-30,active
1002441,1224,850539.06,current,1977-11-09,active
1002442,1224,899434.53,current,2019-11-23,active
1002443,1224,463059.13,saving,2009-09-08,active
1002444,1225,946988.6,saving,2021-06-23,active
1002445,1225,369166.71,current,2023-09-21,active
1002446,1226,510384.28,current,2015-01-04,active
1002447,1226,674195.97,current,2019-06-10,active
1002448,1227,208873.45,current,2024-09-04,active
1002449,1227,702199.02,current,2023-12-05,active
1002450,1227,310262.29,current,2021-12-06,inactive
1002451,1228,34697.66,current,2025-01-27,active
1002452,1229,60706.02,current,2018-07-24,active
1002453,1229,562868.48,saving,2024-04-01,active
1002454,1229,197971.92,saving,2023-01-07,active
1002455,1230,2487.37,current,2003-05-08,active
1002456,1231,204695.59,saving,2021-02-24,active
1002457,1231,592345.92,current,2018-05-31,active
1002458,1231,942849.37,saving,2006-06-17,active
1002459,1232,841915.78,current,2024-07-21,active
1002460,1232,664768.54,current,2023-05-27,active
1002461,1232,515076.64,current,2024-02-08,active
1002462,1233,513210.11,saving,2016-10-22,active
1002463,1233,459356.43,current,2002-09-15,active
1002464,1233,678348.22,saving,2009-04-10,active
1002465,1234,801248.03,saving,2020-08-13,active
1002466,1234,627561.01,saving,2023-06-20,active
1002467,1235,469069.21,current,2025-01-20,active
1002468,1235,304568.64,current,2024-11-18,active
1002469,1235,512302.64,saving,2024-11-21,active
1002470,1236,630083.43,saving,2021-03-17,active
1002471,1236,532347.61,current,2022-04-02,active
1002472,1237,445978.15,saving,2023-06-27,active
1002473,1237,427073.96,saving,2024-12-24,active
1002474,1238,507431.85,current,2020-07-25,active
1002475,1239,399614.28,current,2023-04-01,inactive
1002476,1240,534577.71,current,2018-10-26,active
1002477,1240,204729.73,current,2013-06-16,active
1002478,1240,200559.95,saving,2023-03-19,active
1002479,1241,594374.16,current,2016-01-31,active
1002480,1241,623009.51,saving,1984-11-13,active
1002481,1242,930643.89,saving,2021-12-21,active
1002482,1242,9309.95,saving,2015-04-20,active
1002483,1243,434052.99,saving,2024-05-21,active
1002484,1244,549742.34,saving,2024-12-29,inactive
1002485,1245,448588.41,current,2019-07-06,active
1002486,1245,634570.64,saving,2003-12-16,active
1002487,1245,126881.73,current,1991-03-03,active
1002488,1246,996661.18,saving,2024-03-30,active
1002489,1246,828202.91,current,2024-04-03,active
1002490,1246,754289.46,current,2024-03-29,active
1002491,1247,345494.0,current,2024-09-04,active
1002492,1248,702149.25,current,2023-02-20,inactive
1002493,1248,378328.59,current,2018-01-09,active
1002494,1249,788092.88,current,1984-10-31,active
1002495,1250,100912.35,saving,2024-11-04,active
1002496,1250,318359.54,saving,2024-08-31,active
1002497,1251,474224.6,saving,2024-12-15,active
1002498,1251,162874.69,current,2023-01-04,active
1002499,1252,212803.99,saving,2022-10-05,active
1002500,1252,404215.93,saving,2016-11-06,active
1002501,1252,394911.46,current,2021-06-16,active
1002502,1253,67918.59,current,2021-08-13,active
1002503,1253,916183.55,current,2003-01-21,active
1002504,1253,758340.6,saving,2005-09-16,active
1002505,1254,456764.72,current,2003-11-22,inactive
1002506,1254,237960.05,saving,1997-11-27,active
1002507,1255,347710.0,saving,2021-10-20,inactive
1002508,1256,631207.8,current,2021-02-19,active
1002509,1257,130895.48,current,2022-03-15,inactive
1002510,1258,976317.7,saving,2010-07-08,active
1002511,1258,773555.03,saving,2017-08-01,active
1002512,1258,926000.17,saving,2011-04-17,inactive
1002513,1259,991772.27,saving,2024-11-29,active
1002514,1259,252521.76,current,2024-09-07,active
1002515,1260,239523.16,saving,2020-02-25,active
1002516,1260,488126.23,current,1995-05-14,active
1002517,1261,168068.55,saving,2020-03-08,inactive
1002518,1261,26609.18,saving,2020-09-28,active
1002519,1261,462802.18,current,2023-01-02,active
1002520,1262,919684.97,saving,2023-08-05,inactive
1002521,1262,996484.3,current,2018-10-09,inactive
1002522,1263,892981.42,saving,2025-02-01,inactive
1002523,1264,369161.79,saving,2002-03-13,active
1002524,1264,998143.48,saving,2025-01-30,active
1002525,1264,404135.41,current,2019-12-08,active
1002526,1265,175360.98,current,2021-09-02,active
1002527,1266,716103.2,saving,2024-06-14,active
1002528,1266,170769.69,saving,2024-12-28,inactive
1002529,1266,335550.88,saving,2024-07-02,inactive
1002530,1267,825986.83,saving,2025-03-10,active
1002531,1267,962856.54,current,2025-03-02,active
1002532,1267,299513.29,saving,2025-02-23,active
1002533,1268,476358.25,saving,2019-03-24,active
1002534,1268,609116.67,current,2018-07-09,active
1002535,1269,914213.81,saving,2023-09-09,active
1002536,1269,18770.62,saving,2022-08-26,inactive
1002537,1269,776427.9,saving,2022-05-15,active
1002538,1270,270182.44,saving,2025-03-12,active
1002539,1270,979235.8,current,2025-03-13,active
1002540,1270,82462.35,saving,2025-02-24,active
1002541,1271,187059.86,saving,2011-09-01,active
1002542,1271,890698.03,current,2015-03-28,inactive
1002543,1271,197266.8,current,2020-08-18,active
1002544,1272,378281.07,saving,2020-01-01,active
1002545,1273,506532.94,current,2021-08-28,active
1002546,1274,634202.04,current,2018-11-07,active
1002547,1274,748816.38,current,2016-12-15,active
1002548,1274,777273.16,saving,2020-04-28,inactive
1002549,1275,627674.25,current,2024-12-09,active
1002550,1276,269164.1,saving,2024-04-14,active
1002551,1276,858967.83,current,2022-08-15,active
1002552,1277,927615.35,current,2022-03-15,active
1002553,1277,360616.5,saving,2015-03-09,active
1002554,1278,936296.16,saving,2024-10-21,active
1002555,1278,893989.12,current,2024-02-11,active
1002556,1279,314438.65,saving,2006-12-29,active
1002557,1279,500521.78,current,2018-10-08,active
1002558,1279,60884.66,saving,2017-06-29,active
1002559,1280,983589.85,saving,2020-07-30,active
1002560,1281,319395.28,saving,2003-12-01,active
1002561,1281,837006.97,saving,2004-07-14,active
1002562,1282,6444.55,saving,2023-01-20,active
1002563,1283,710233.26,saving,2025-03-09,active
1002564,1283,909294.47,saving,2025-03-09,active
1002565,1283,60861.75,saving,2024-10-29,active
1002566,1284,499510.52,saving,2019-04-17,active
1002567,1284,182219.33,saving,2022-11-28,active
1002568,1285,772340.84,saving,2024-05-04,active
1002569,1286,589795.42,saving,2015-01-18,active
1002570,1286,510164.42,saving,2014-11-12,active
1002571,1287,284715.53,current,2024-10-30,active
1002572,1287,204821.96,saving,2024-09-28,active
1002573,1287,635259.99,saving,2024-04-28,active
1002574,1288,796053.44,current,2023-07-25,active
1002575,1289,926904.04,current,2023-06-12,active
1002576,1289,425185.81,current,2025-02-06,active
1002577,1290,789499.63,saving,2022-10-11,active
1002578,1290,103084.41,saving,2021-03-02,active
1002579,1290,603759.53,current,2018-12-21,active
1002580,1291,386052.9,saving,2012-01-13,active
1002581,1292,725333.0,saving,2014-12-03,active
1002582,1292,424951.49,current,2022-11-19,active
1002583,1293,984688.07,current,2011-12-22,active
1002584,1293,129344.54,current,2010-02-14,active
1002585,1293,82369.23,saving,2020-11-27,active
1002586,1294,165917.07,current,2024-10-23,inactive
1002587,1295,46958.25,current,2023-01-07,active
1002588,1296,694505.39,current,2024-07-18,active
1002589,1297,326103.33,current,2002-06-08,active
1002590,1297,638454.21,saving,2005-02-20,active
1002591,1297,787351.78,saving,2013-06-17,active
1002592,1298,235631.49,current,2013-10-13,active
1002593,1299,922073.24,saving,2025-02-14,active
1002594,1299,87609.01,saving,2025-03-11,active
1002595,1299,718137.07,current,2025-03-02,active
1002596,1300,355580.63,current,2018-10-06,active
1002597,1301,911439.64,saving,2024-05-19,active
1002598,1302,948024.68,saving,2023-01-11,active
1002599,1302,904575.4,saving,2021-10-04,inactive
1002600,1302,835596.38,current,2023-04-03,active
1002601,1303,754053.4,current,2001-05-03,inactive
1002602,1303,636734.54,current,2003-12-24,active
1002603,1304,54708.3,saving,2023-09-13,active
1002604,1305,159109.49,saving,2021-12-02,active
1002605,1305,789977.41,saving,2021-01-15,active
1002606,1306,91025.87,saving,1973-06-19,active
1002607,1307,641382.19,saving,2023-05-03,active
1002608,1307,366379.25,saving,2021-09-09,active
1002609,1307,118528.43,current,1995-09-07,active
1002610,1308,541001.6,saving,2021-06-10,active
1002611,1309,614543.54,current,2023-09-08,active
1002612,1310,521029.76,current,2025-01-22,inactive
1002613,1310,85767.34,saving,1996-03-23,active
1002614,1310,329519.16,saving,2004-09-30,active
1002615,1311,818432.14,current,2004-02-12,active
1002616,1312,323749.56,saving,2022-12-22,active
1002617,1313,262926.62,current,2012-05-25,active
1002618,1313,73605.71,current,2005-03-13,active
1002619,1313,48177.05,saving,1994-04-20,inactive
1002620,1314,2504.87,saving,2023-06-13,active
1002621,1314,338382.87,saving,2024-08-17,inactive
1002622,1315,617674.35,current,2024-03-16,active
1002623,1315,585195.85,current,2024-01-28,active
1002624,1316,39640.58,saving,2024-01-26,active
1002625,1317,225440.49,saving,2022-01-04,active
1002626,1317,467173.38,current,2024-09-21,active
1002627,1318,517627.15,current,2021-12-20,active
1002628,1318,47812.35,current,2020-07-22,active
1002629,1318,22300.73,current,2021-05-07,active
1002630,1319,502783.17,saving,2024-08-24,active
1002631,1319,439001.55,current,2019-06-20,active
1002632,1320,269755.68,saving,2006-11-11,active
1002633,1321,753810.7,saving,2024-03-31,active
1002634,1321,254594.63,current,2020-04-20,active
1002635,1322,59539.71,saving,2024-02-28,active
1002636,1323,415153.22,saving,2023-03-29,active
1002637,1323,193184.72,saving,2018-11-16,active
1002638,1324,447329.57,current,2001-08-03,active
1002639,1325,160540.98,current,2022-05-26,active
1002640,1326,879340.84,current,2016-05-23,inactive
1002641,1326,262472.74,saving,2016-08-26,active
1002642,1326,238261.06,saving,2020-05-26,active
